username,league,team,country,region,role,agents,rounds,rating,acs,kd,kast,adr,kpr,apr,fkpr,fdpr,hs,clutch_rate
qq,VCT Challengers,FS.P,Thailand,Pacific,Flex,"[""Jett"", ""Omen""]",356,0.97,194.6,0.97,69,127.8,0.69,0.24,0.15,0.13,21,8
SnipKw,VCT Challengers,UNT,Kuwait,EMEA,Flex,"[""Omen"", ""Sova""]",1126,0.97,199.7,0.93,70,129.2,0.69,0.36,0.10,0.09,22,11
YoungPork,VCT Challengers,GLAB,Philippines,Pacific,Initiator,"[""Fade"", ""KAY/O""]",214,0.97,205.0,0.89,66,144.2,0.71,0.16,0.07,0.07,37,12
kAyle,VCT Challengers,DK,"Korea, Republic of",Pacific,Flex,"[""Jett"", ""Breach""]",566,0.97,217.2,0.95,67,139.7,0.73,0.22,0.17,0.14,24,19
str1keR,VCT Challengers,TU,Saudi Arabia,EMEA,Flex,"[""Raze"", ""Sage""]",1099,0.97,204.7,0.94,69,136.5,0.71,0.24,0.10,0.12,26,14
Fighter,VCT Challengers,TU,Saudi Arabia,EMEA,Duelist,"[""Reyna"", ""Jett""]",1351,0.97,210.1,0.97,67,136.0,0.75,0.21,0.15,0.17,29,13
NakJi,VCT Challengers,FOX,"Korea, Republic of",Pacific,Initiator,"[""Sova"", ""KAY/O""]",509,0.97,190.3,0.94,72,122.8,0.66,0.39,0.06,0.09,29,18
Nille,VCT Challengers,WHO,Denmark,EMEA,Sentinel,"[""Cypher"", ""Killjoy""]",428,0.97,192.0,0.96,71,131.1,0.70,0.20,0.07,0.07,27,13
adelano,VCT Challengers,Suic,Saudi Arabia,EMEA,Flex,"[""Skye"", ""Omen""]",336,0.97,187.6,0.97,69,126.7,0.68,0.34,0.06,0.08,28,3
ease,VCT Challengers,OXR,Spain,EMEA,Flex,"[""Sage"", ""KAY/O""]",910,0.97,182.8,0.95,71,120.4,0.67,0.39,0.07,0.08,25,16
ri4d,VCT Challengers,FMG,Denmark,EMEA,Flex,"[""Raze"", ""Killjoy""]",630,0.97,201.1,0.96,65,134.4,0.70,0.28,0.12,0.11,32,24
Dizzy,VCT Challengers,,"Taiwan, Province of China",Pacific,Initiator,"[""Sova"", ""Gekko""]",383,0.97,198.7,0.94,68,130.3,0.69,0.29,0.08,0.12,30,20
GON,VCT Challengers,FL,Japan,Pacific,Controller,"[""Omen"", ""Viper""]",1043,0.97,183.4,0.96,72,119.4,0.66,0.36,0.06,0.07,29,10
Tempo,VCT Challengers,SNS,Ireland,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",1093,0.97,198.4,1.03,68,131.6,0.72,0.16,0.11,0.10,29,13
moner,VCT Challengers,R8,Russian Federation,EMEA,Sentinel,"[""Cypher"", ""Killjoy""]",1413,0.97,182.9,1.00,71,124.8,0.66,0.18,0.08,0.06,27,10
Bgg,VCT Challengers,R8,Russian Federation,EMEA,Controller,"[""Brimstone"", ""Omen""]",1413,0.97,180.4,0.98,73,119.5,0.65,0.32,0.11,0.10,27,15
Emman,VCT Challengers,NAOS,Philippines,Pacific,Initiator,"[""Sova"", ""Skye""]",974,0.97,180.3,0.97,75,118.6,0.65,0.34,0.07,0.06,32,15
Buld,VCT Challengers,GN,Poland,EMEA,Flex,"[""Sage"", ""Viper""]",1230,0.97,189.0,0.97,74,121.7,0.65,0.36,0.09,0.08,25,13
KiNo,VCT Challengers,JDG,"Taiwan, Province of China",Pacific,Duelist,"[""Jett"", ""Reyna""]",245,0.97,208.1,0.98,68,137.5,0.75,0.15,0.19,0.15,31,12
W1nner,VCT Challengers,ONE,"Taiwan, Province of China",Pacific,Flex,"[""Killjoy"", ""Yoru""]",586,0.97,202.1,1.02,69,136.0,0.72,0.19,0.12,0.11,27,17
juseu,VCT Challengers,DVM,Ireland,EMEA,Duelist,"[""Phoenix"", ""Raze""]",483,0.97,189.6,0.97,74,127.9,0.66,0.23,0.09,0.08,24,9
n9sty,VCT Challengers,AIM,United States,Americas,Flex,"[""Jett"", ""Cypher""]",291,0.97,228.3,0.99,63,146.1,0.82,0.10,0.17,0.14,35,18
Sevire,VCT Challengers,SLY,France,EMEA,Flex,"[""Phoenix"", ""Breach""]",472,0.97,197.3,0.92,71,125.1,0.68,0.39,0.08,0.07,32,7
Akira,VCT Challengers,MT,Portugal,EMEA,Flex,"[""Sova"", ""Viper""]",673,0.97,189.5,0.91,70,128.8,0.67,0.26,0.06,0.06,27,19
astr0,VCT Challengers,CW,Philippines,Pacific,Controller,"[""Viper"", ""Omen""]",491,0.97,187.2,0.91,74,123.6,0.65,0.42,0.07,0.06,28,16
999kvmil,VCT Challengers,FMG,Poland,EMEA,Flex,"[""KAY/O"", ""Viper""]",519,0.97,190.5,0.92,70,128.3,0.66,0.27,0.08,0.08,27,12
iFly,VCT Challengers,Twis,Saudi Arabia,EMEA,Flex,"[""Breach"", ""Chamber""]",851,0.97,204.5,1.04,67,135.1,0.74,0.13,0.15,0.11,25,8
Celasun,VCT Challengers,SUP,Türkiye,Pacific,Flex,"[""Viper"", ""Killjoy""]",949,0.97,179.4,0.99,71,123.2,0.65,0.19,0.05,0.06,29,11
Lilo,VCT Challengers,BTR,Indonesia,Pacific,Duelist,"[""Raze"", ""Jett""]",821,0.97,223.1,0.97,65,148.4,0.76,0.18,0.17,0.19,24,14
drakoNz,VCT Challengers,LGCY,Brazil,Americas,Controller,"[""Astra"", ""Brimstone""]",1000,0.97,182.8,0.94,70,120.7,0.65,0.30,0.07,0.09,31,13
umu7,VCT Challengers,SUP,Türkiye,Pacific,Duelist,"[""Jett"", ""Raze""]",1003,0.97,213.3,1.01,70,140.2,0.75,0.18,0.15,0.13,24,17
dip,VCT Challengers,SAD,United States,Americas,Flex,"[""Chamber"", ""Omen""]",475,0.97,183.1,0.90,69,123.3,0.62,0.31,0.06,0.08,27,19
phc,VCT Challengers,KAMI,Brazil,Americas,Duelist,"[""Jett"", ""Raze""]",837,0.97,193.8,0.93,72,126.1,0.67,0.29,0.10,0.10,31,14
Movi,VCT Challengers,NXT,Germany,EMEA,Flex,"[""Omen"", ""Fade""]",398,0.97,175.5,0.90,68,120.0,0.65,0.34,0.05,0.06,28,11
gotten,VCT Challengers,AE,Indonesia,Pacific,Controller,"[""Omen"", ""Brimstone""]",757,0.97,181.8,0.95,72,119.4,0.65,0.34,0.08,0.07,33,15
shelbyN,VCT Challengers,STE,Brazil,Americas,Controller,"[""Viper"", ""Omen""]",675,0.97,186.5,1.00,72,124.2,0.67,0.22,0.07,0.07,29,10
MKII,VCT Challengers,Horn,Australia,Pacific,Duelist,"[""Raze"", ""Reyna""]",284,0.97,209.4,0.93,66,145.5,0.72,0.21,0.17,0.18,20,24
neto,VCT Challengers,ZEN,Argentina,Americas,Flex,"[""Jett"", ""Killjoy""]",632,0.97,205.2,1.00,67,134.9,0.72,0.15,0.14,0.13,29,12
Forcee,VCT Challengers,,Argentina,Americas,Flex,"[""Breach"", ""Killjoy""]",455,0.97,182.2,0.87,72,113.9,0.61,0.47,0.07,0.06,28,17
daiki,VCT Challengers,TL,Brazil,Americas,Initiator,"[""Skye"", ""Sova""]",289,0.97,193.1,0.96,69,127.3,0.69,0.38,0.08,0.09,28,18
deminatiX,VCT Challengers,IW,Türkiye,Pacific,Duelist,"[""Raze"", ""Jett""]",794,0.97,231.3,0.99,65,148.9,0.78,0.16,0.19,0.21,26,14
rood,VCT Challengers,GLRS,Brazil,Americas,Sentinel,"[""Killjoy"", ""Cypher""]",1650,0.97,176.2,0.95,70,118.6,0.60,0.25,0.06,0.08,22,18
neT,VCT Challengers,M80,United States,Americas,Sentinel,"[""Cypher"", ""Killjoy""]",1041,0.97,181.7,1.01,70,122.2,0.66,0.17,0.08,0.08,31,13
Acerola,VCT Challengers,LAZY,Viet Nam,Pacific,Controller,"[""Viper"", ""Omen""]",232,0.97,182.6,0.90,66,122.3,0.65,0.26,0.06,0.08,31,9
kaho,VCT Challengers,RESO,"Korea, Republic of",Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",334,0.96,190.1,0.93,70,125.2,0.65,0.27,0.09,0.09,24,8
Babax,VCT Challengers,ZER,France,EMEA,Controller,"[""Omen"", ""Viper""]",763,0.96,176.2,0.90,72,116.6,0.61,0.35,0.06,0.07,27,20
Makaveli,VCT Challengers,OGS,India,Pacific,Flex,"[""Harbor"", ""Raze""]",451,0.96,180.3,0.95,73,122.0,0.63,0.28,0.07,0.06,25,8
nk4y,VCT Challengers,voff,Bulgaria,EMEA,Flex,"[""Chamber"", ""Jett""]",236,0.96,209.3,1.01,69,143.9,0.75,0.19,0.14,0.15,34,3
Aphun,VCT Challengers,SNS,Netherlands,EMEA,Controller,"[""Omen"", ""Harbor""]",455,0.96,190.2,0.97,73,120.6,0.68,0.42,0.09,0.09,22,8
basya,VCT Challengers,VX3,Russian Federation,EMEA,Flex,"[""Viper"", ""Cypher""]",258,0.96,190.7,0.89,70,133.8,0.68,0.23,0.08,0.08,28,21
endoist,VCT Challengers,VLTH,Thailand,Pacific,Duelist,"[""Raze"", ""Jett""]",287,0.96,225.9,0.96,68,145.3,0.78,0.18,0.15,0.16,23,13
KPZET,VCT Challengers,BAR,Denmark,EMEA,Controller,"[""Omen"", ""Viper""]",567,0.96,187.5,0.92,71,123.8,0.65,0.33,0.08,0.08,35,11
Caim,VCT Challengers,GTZ,Brazil,Americas,Duelist,"[""Raze"", ""Jett""]",465,0.96,215.9,0.94,69,140.0,0.72,0.22,0.17,0.18,19,13
kaza,VCT Challengers,Horn,Australia,Pacific,Initiator,"[""Sova"", ""Breach""]",200,0.96,189.3,0.90,67,130.0,0.67,0.28,0.06,0.08,25,6
Guardy,VCT Challengers,BAR,Spain,EMEA,Initiator,"[""Skye"", ""Gekko""]",844,0.96,183.4,0.91,71,122.3,0.64,0.31,0.06,0.07,31,16
bioforst,VCT Challengers,,Viet Nam,Pacific,Flex,"[""Viper"", ""Cypher""]",226,0.96,213.9,0.99,69,137.2,0.77,0.23,0.14,0.15,28,36
Feniz,VCT Challengers,EXL,Costa Rica,Americas,Flex,"[""Viper"", ""Cypher""]",597,0.96,183.6,0.96,71,126.4,0.66,0.24,0.06,0.06,31,12
LewN,VCT Challengers,BBL,Türkiye,Pacific,Duelist,"[""Raze"", ""Jett""]",925,0.96,217.6,0.97,66,143.7,0.75,0.20,0.19,0.19,31,19
mishu,VCT Challengers,WHO,Denmark,EMEA,Initiator,"[""Sova""]",319,0.96,206.1,0.90,74,143.1,0.70,0.31,0.11,0.08,26,12
VTaguT,VCT Challengers,FLK,Portugal,EMEA,Controller,"[""Omen"", ""Viper""]",493,0.96,179.4,0.91,69,119.4,0.65,0.34,0.07,0.09,32,18
psy,VCT Challengers,MDL,India,Pacific,Flex,"[""Cypher"", ""Sova""]",575,0.96,196.9,0.93,70,130.0,0.66,0.31,0.07,0.09,23,6
Tisora,VCT Challengers,SGZ,Brazil,Americas,Duelist,"[""Jett"", ""Yoru""]",1082,0.96,223.3,0.99,66,143.5,0.78,0.19,0.16,0.19,21,24
skz,VCT Challengers,IMP,Brazil,Americas,Flex,"[""Viper"", ""Breach""]",1000,0.96,185.5,0.94,73,119.3,0.65,0.32,0.08,0.09,29,5
Strame,VCT Challengers,Burg,Pakistan,Pacific,Flex,"[""Cypher"", ""Sova""]",216,0.96,182.2,0.98,67,120.7,0.67,0.19,0.10,0.08,35,19
lz,VCT Challengers,2G,Brazil,Americas,Controller,"[""Omen"", ""Viper""]",1648,0.96,182.4,0.95,72,117.2,0.63,0.33,0.09,0.09,38,23
kabzi,VCT Challengers,,Türkiye,Pacific,Sentinel,"[""Killjoy""]",208,0.96,199.3,0.93,62,140.4,0.70,0.17,0.08,0.12,25,26
NIZ,VCT Challengers,SG,Thailand,Pacific,Initiator,"[""Sova"", ""Skye""]",315,0.96,188.7,0.98,70,128.1,0.68,0.22,0.09,0.10,32,11
margaret,VCT Challengers,SPG,"Korea, Republic of",Pacific,Flex,"[""Viper"", ""Chamber""]",649,0.96,190.3,1.00,69,124.5,0.67,0.27,0.11,0.12,31,22
Miyeon,VCT Challengers,XS,Chile,Americas,Duelist,"[""Jett"", ""Raze""]",264,0.96,236.3,1.03,65,151.6,0.80,0.20,0.19,0.17,22,33
zaninZS,VCT Challengers,SGZ,Brazil,Americas,Sentinel,"[""Killjoy"", ""Cypher""]",837,0.96,180.6,0.95,70,119.4,0.64,0.23,0.06,0.08,28,16
shy,VCT Challengers,ESC,Germany,EMEA,Duelist,"[""Raze"", ""Jett""]",697,0.96,206.9,1.00,65,135.1,0.76,0.14,0.15,0.17,24,12
gio,VCT Challengers,FG,Chile,Americas,Flex,"[""Skye"", ""Killjoy""]",503,0.96,187.6,0.97,67,125.3,0.66,0.23,0.08,0.06,32,13
Fr4nky,VCT Challengers,Twis,Saudi Arabia,EMEA,Flex,"[""Harbor"", ""Sova""]",247,0.96,189.6,0.87,73,127.1,0.61,0.31,0.09,0.04,20,4
Chanyboi,VCT Challengers,CW,Philippines,Pacific,Initiator,"[""KAY/O"", ""Sova""]",508,0.96,192.5,0.91,73,126.3,0.67,0.36,0.07,0.08,32,11
Saiz,VCT Challengers,BAR,Spain,EMEA,Sentinel,"[""Killjoy"", ""Sage""]",844,0.96,185.2,0.97,68,124.9,0.67,0.18,0.09,0.09,36,14
swag,VCT Challengers,LGCY,Brazil,Americas,Sentinel,"[""Killjoy"", ""Cypher""]",1000,0.96,184.5,0.96,72,123.5,0.63,0.22,0.08,0.08,26,10
Doenmo,VCT Challengers,,"Korea, Republic of",Pacific,Flex,"[""Yoru"", ""Omen""]",438,0.96,209.1,0.95,66,135.4,0.72,0.25,0.13,0.13,24,10
TajReX,VCT Challengers,tras,Poland,EMEA,Flex,"[""Breach"", ""Killjoy""]",572,0.96,206.7,0.92,70,138.9,0.70,0.24,0.13,0.12,24,6
kramarick,VCT Challengers,DBM,Brazil,Americas,Controller,"[""Omen""]",234,0.95,172.8,0.94,71,116.1,0.66,0.32,0.06,0.08,35,25
markL,VCT Challengers,U5,Philippines,Pacific,Controller,"[""Viper"", ""Astra""]",631,0.95,190.5,0.96,69,125.1,0.68,0.23,0.08,0.10,23,17
gatorada,VCT Challengers,SG,Japan,Pacific,Controller,"[""Viper"", ""Brimstone""]",736,0.95,171.2,0.86,74,110.6,0.59,0.49,0.07,0.06,21,14
Exirst,VCT Challengers,BOBO,Australia,Pacific,Duelist,"[""Jett"", ""Raze""]",513,0.95,218.9,0.95,67,145.0,0.74,0.18,0.12,0.15,27,9
Raigard,VCT Challengers,SG,Thailand,Pacific,Controller,"[""Viper""]",250,0.95,198.0,0.93,72,131.1,0.68,0.30,0.14,0.10,30,11
Yukxx,VCT Challengers,VLT,Philippines,Pacific,Flex,"[""Jett"", ""Gekko""]",225,0.95,216.5,0.90,66,145.8,0.77,0.24,0.11,0.13,35,27
puggy,VCT Challengers,FMG,Sweden,EMEA,Initiator,"[""Fade"", ""Sova""]",733,0.95,179.2,0.86,71,118.8,0.60,0.39,0.06,0.06,22,16
budimeisteR,VCT Challengers,BTR,Indonesia,Pacific,Controller,"[""Omen"", ""Viper""]",753,0.95,182.9,0.92,74,116.8,0.63,0.37,0.07,0.08,29,14
Xhowi,VCT Challengers,IL,Dominican Republic,Americas,Flex,"[""Sova"", ""Sage""]",414,0.95,206.7,0.95,65,134.4,0.71,0.21,0.11,0.12,36,10
troublemaker,VCT Challengers,SKUL,Morocco,EMEA,Flex,"[""Sova"", ""Viper""]",362,0.95,176.2,0.87,66,118.4,0.61,0.30,0.06,0.09,27,14
MiniNiwde,VCT Challengers,IL,Dominican Republic,Americas,Controller,"[""Viper"", ""Astra""]",414,0.95,183.6,0.88,71,122.2,0.64,0.33,0.04,0.08,29,17
vakk,VCT Challengers,NASR,Lithuania,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",1115,0.95,181.7,0.98,71,123.0,0.66,0.20,0.08,0.07,28,13
jEEE,VCT Challengers,ZOL,Philippines,Pacific,Controller,"[""Omen"", ""Viper""]",520,0.95,183.2,0.93,70,125.2,0.66,0.33,0.04,0.08,31,19
Biju,VCT Challengers,,Japan,Pacific,Controller,"[""Omen"", ""Brimstone""]",962,0.95,179.2,0.89,71,121.5,0.64,0.34,0.08,0.07,26,17
ganter,VCT Challengers,ZEN,Chile,Americas,Flex,"[""Killjoy"", ""Raze""]",254,0.95,201.8,0.91,66,135.5,0.68,0.19,0.10,0.14,23,17
DubsteP,VCT Challengers,OAS,Philippines,Pacific,Initiator,"[""Sova"", ""Skye""]",758,0.95,177.4,0.95,74,114.8,0.64,0.31,0.07,0.08,30,17
Kakarot,VCT Challengers,ZOL,Philippines,Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",981,0.95,198.7,0.98,71,133.8,0.71,0.27,0.10,0.12,24,14
Ziad,VCT Challengers,DIV,Germany,EMEA,Duelist,"[""Jett"", ""Raze""]",396,0.95,210.7,0.98,66,142.7,0.72,0.19,0.16,0.18,26,18
ray4c,VCT Challengers,AE,Indonesia,Pacific,N/A,[],777,0.95,215.4,0.97,72,137.0,0.73,0.21,0.14,0.17,11,22
Impact,VCT Challengers,SG,"Korea, Republic of",Pacific,Flex,"[""Cypher"", ""Raze""]",429,0.95,204.7,0.95,69,133.1,0.73,0.21,0.15,0.12,33,16
MrTenzouEz,VCT Challengers,FL,Japan,Pacific,Initiator,"[""Skye"", ""Sova""]",708,0.95,188.5,0.96,74,125.0,0.67,0.29,0.06,0.07,32,6
Leosen,VCT Challengers,SGE,Germany,EMEA,Duelist,"[""Raze"", ""Jett""]",671,0.95,207.9,1.00,65,139.5,0.75,0.13,0.15,0.18,26,13
qw1,VCT Challengers,FF,Türkiye,Pacific,Flex,"[""Sova"", ""Jett""]",583,0.95,214.0,1.09,68,135.0,0.77,0.14,0.18,0.20,29,14
bezn1,VCT Challengers,TBK,Brazil,Americas,Flex,"[""Viper"", ""KAY/O""]",735,0.95,198.8,0.92,70,128.6,0.67,0.32,0.07,0.10,25,20
BiggieCheese,VCT Challengers,AIC,New Zealand,Pacific,Controller,"[""Astra"", ""Viper""]",738,0.95,189.9,0.94,68,127.4,0.66,0.31,0.07,0.11,27,15
msh,VCT Challengers,INCO,Poland,EMEA,Sentinel,"[""Cypher""]",360,0.95,193.7,0.97,64,128.1,0.72,0.12,0.10,0.10,38,15
iluri,VCT Challengers,MOUZ,Finland,EMEA,Initiator,"[""Gekko"", ""Breach""]",1271,0.95,167.8,0.94,73,110.8,0.60,0.31,0.06,0.08,37,17
STAVINCI,VCT Challengers,ATN,Germany,EMEA,Flex,"[""Omen"", ""Breach""]",661,0.95,176.3,0.91,71,116.2,0.63,0.36,0.05,0.07,33,18
Francis,VCT Challengers,SPG,"Korea, Republic of",Pacific,Duelist,"[""Raze"", ""Jett""]",694,0.95,184.6,0.94,70,119.3,0.66,0.36,0.09,0.10,26,12
azoh,VCT Challengers,Horn,Australia,Pacific,Initiator,"[""Sova"", ""Breach""]",395,0.95,170.6,0.89,69,113.4,0.59,0.37,0.06,0.11,21,18
MaximN,VCT Challengers,FMG,Belgium,EMEA,Flex,"[""Omen"", ""KAY/O""]",486,0.95,186.4,0.88,73,125.2,0.62,0.39,0.09,0.10,20,17
Will,VCT Challengers,YFP,Canada,Americas,Controller,"[""Omen"", ""Viper""]",1007,0.95,179.4,0.91,71,121.0,0.63,0.31,0.07,0.08,21,14
A1mly,VCT Challengers,UG,"Palestine, State of",Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",1188,0.95,198.3,0.96,67,134.9,0.71,0.18,0.11,0.12,32,15
Danda,VCT Challengers,DEMU,Czechia,EMEA,Flex,"[""Sova"", ""Omen""]",532,0.95,179.8,0.91,70,115.6,0.65,0.32,0.05,0.06,30,16
Flax,VCT Challengers,CGZ,Japan,Pacific,Controller,"[""Omen"", ""Viper""]",230,0.95,165.4,0.94,69,111.1,0.60,0.27,0.06,0.09,32,15
pityth,VCT Challengers,OP,Italy,EMEA,Flex,"[""Raze"", ""Killjoy""]",208,0.95,189.3,0.97,68,128.8,0.70,0.18,0.11,0.13,26,
mizu,VCT Challengers,ZEN,Argentina,Americas,Flex,"[""Viper"", ""Chamber""]",937,0.95,197.4,1.00,68,130.1,0.71,0.20,0.11,0.12,36,14
w0zzip,VCT Challengers,FF,Türkiye,Pacific,Controller,"[""Harbor"", ""Omen""]",818,0.95,171.6,0.96,74,113.0,0.60,0.33,0.06,0.07,26,15
cullumx,VCT Challengers,ACE,Denmark,EMEA,Flex,"[""Raze"", ""KAY/O""]",543,0.95,194.0,0.92,67,130.8,0.68,0.32,0.11,0.11,39,10
deecee,VCT Challengers,OGS,India,Pacific,Sentinel,"[""Cypher"", ""Deadlock""]",885,0.95,194.5,0.97,66,128.8,0.68,0.17,0.11,0.11,31,17
972,VCT Challengers,IAM,"Korea, Republic of",Pacific,Controller,"[""Omen"", ""Brimstone""]",438,0.95,175.6,0.91,68,114.4,0.64,0.34,0.06,0.07,33,9
Lazy,VCT Challengers,dont,Australia,Pacific,Controller,"[""Omen"", ""Brimstone""]",239,0.95,203.6,0.86,74,136.4,0.67,0.42,0.08,0.09,21,12
Linus,VCT Challengers,DIV,Germany,EMEA,Controller,"[""Brimstone"", ""Omen""]",710,0.95,195.3,0.94,70,129.4,0.67,0.35,0.11,0.11,28,15
Kohliii,VCT Challengers,VLT,India,Pacific,Flex,"[""Omen"", ""Sova""]",925,0.95,185.6,0.89,72,121.4,0.63,0.36,0.06,0.08,23,11
Louitan,VCT Challengers,OVA,United Kingdom,EMEA,Flex,"[""Raze"", ""Sage""]",552,0.94,198.6,0.92,69,125.3,0.70,0.25,0.09,0.09,29,9
allow,VCT Challengers,IGZ,"Korea, Republic of",Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",295,0.94,207.9,0.92,65,147.2,0.71,0.21,0.09,0.15,31,13
Krizz,VCT Challengers,Z10,Poland,EMEA,Duelist,"[""Raze"", ""Jett""]",744,0.94,196.9,0.93,68,133.3,0.68,0.17,0.13,0.14,23,12
kAzoo,VCT Challengers,Twis,Syrian Arab Republic,Pacific,Flex,"[""Cypher"", ""Viper""]",1098,0.94,192.5,0.96,70,129.4,0.68,0.23,0.08,0.11,36,14
Closer,VCT Challengers,MIX9,Argentina,Americas,Initiator,"[""Sova"", ""Breach""]",379,0.94,180.3,0.88,69,123.6,0.61,0.36,0.07,0.08,22,17
Crewen,VCT Challengers,BCF,Türkiye,Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",1045,0.94,188.8,0.94,69,128.0,0.67,0.22,0.09,0.08,29,16
SeliG,VCT Challengers,DK,"Korea, Republic of",Pacific,Duelist,"[""Raze"", ""Yoru""]",589,0.94,202.0,0.94,69,134.7,0.70,0.20,0.16,0.20,28,15
zhar,VCT Challengers,LFM,Indonesia,Pacific,Controller,"[""Brimstone"", ""Omen""]",599,0.94,197.0,0.91,69,127.7,0.68,0.29,0.08,0.10,24,14
fausTao,VCT Challengers,ARF,Indonesia,Pacific,Duelist,"[""Raze"", ""Jett""]",891,0.94,222.9,0.96,68,147.4,0.76,0.19,0.19,0.20,22,28
SCar,VCT Challengers,ARF,Indonesia,Pacific,Controller,"[""Brimstone"", ""Omen""]",891,0.94,170.5,0.87,73,112.9,0.60,0.39,0.06,0.06,35,15
meL,VCT Challengers,SR,United States,Americas,Controller,"[""Omen"", ""Brimstone""]",323,0.94,185.4,0.88,69,118.2,0.64,0.34,0.10,0.11,27,6
sarahcat,VCT Challengers,SR,Canada,Americas,Controller,"[""Viper""]",323,0.94,193.1,0.90,69,126.7,0.67,0.30,0.09,0.12,24,6
Drog,VCT Challengers,RTZN,Ireland,EMEA,Sentinel,"[""Cypher"", ""Killjoy""]",930,0.94,186.2,0.95,66,129.4,0.70,0.18,0.09,0.09,27,11
Black,VCT Challengers,OPY,Egypt,EMEA,Controller,"[""Omen"", ""Viper""]",865,0.94,180.4,0.89,68,120.8,0.64,0.32,0.06,0.07,33,21
BánhMj,VCT Challengers,RLF,Viet Nam,Pacific,Initiator,"[""Gekko"", ""Skye""]",370,0.94,190.1,0.99,69,124.1,0.70,0.24,0.06,0.10,33,22
Bangnan,VCT Challengers,DK,"Korea, Republic of",Pacific,Duelist,"[""Jett"", ""Raze""]",529,0.94,209.1,0.98,66,138.2,0.74,0.19,0.14,0.12,36,13
Phardon,VCT Challengers,TWIS.O,"Venezuela, Bolivarian Republic of",Americas,Flex,"[""KAY/O"", ""Killjoy""]",329,0.94,196.1,0.96,68,133.1,0.71,0.28,0.11,0.12,24,35
SoOn,VCT Challengers,MDR,France,EMEA,Sentinel,"[""Cypher""]",691,0.94,174.3,0.95,67,121.0,0.64,0.21,0.08,0.11,24,22
Muzz,VCT Challengers,BOBO,Australia,Pacific,Flex,"[""Omen"", ""Cypher""]",494,0.94,185.5,0.95,67,126.7,0.66,0.21,0.07,0.12,29,17
katsumi,VCT Challengers,Burg,United States,Americas,Controller,"[""Omen"", ""Brimstone""]",307,0.94,198.3,0.93,68,131.1,0.72,0.23,0.08,0.12,35,15
severiNe,VCT Challengers,BTR,Indonesia,Pacific,Controller,"[""Viper"", ""Omen""]",1066,0.94,185.6,0.92,69,123.2,0.64,0.35,0.08,0.12,22,13
phequa,VCT Challengers,The ,Australia,Pacific,Duelist,"[""Reyna"", ""Jett""]",440,0.94,208.9,0.98,68,136.9,0.75,0.16,0.15,0.17,31,17
Paradox,VCT Challengers,RVNT,India,Pacific,Sentinel,"[""Sage"", ""Deadlock""]",1028,0.94,194.3,0.98,68,126.1,0.69,0.26,0.10,0.12,27,17
RvK,VCT Challengers,TRS,India,Pacific,Flex,"[""Viper"", ""Killjoy""]",700,0.94,190.9,0.90,67,128.5,0.66,0.24,0.10,0.12,33,14
OLIZERA,VCT Challengers,UCAM,Portugal,EMEA,Flex,"[""Killjoy"", ""Raze""]",493,0.94,199.0,0.93,67,132.5,0.69,0.25,0.12,0.15,23,16
rAb1q,VCT Challengers,STPL,"Taiwan, Province of China",Pacific,Initiator,"[""Sova"", ""Breach""]",600,0.94,184.0,0.87,70,125.5,0.64,0.32,0.06,0.05,23,15
vini,VCT Challengers,,Brazil,Americas,Flex,"[""Killjoy"", ""Viper""]",227,0.94,193.7,0.88,72,131.6,0.64,0.26,0.12,0.06,25,14
KenzmPs,VCT Challengers,FXL,Portugal,EMEA,Initiator,"[""Skye"", ""Sova""]",249,0.94,193.0,0.84,64,123.5,0.65,0.26,0.06,0.07,29,3
benjii,VCT Challengers,FOE,"Korea, Republic of",Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",462,0.94,173.6,0.94,67,119.0,0.62,0.18,0.07,0.07,28,21
Jini,VCT Challengers,ATN,Germany,EMEA,Initiator,"[""Sova"", ""Gekko""]",460,0.94,179.6,0.91,72,116.5,0.63,0.38,0.06,0.08,25,16
Naifma7,VCT Challengers,VIS,Saudi Arabia,EMEA,Flex,"[""Raze"", ""Fade""]",679,0.94,195.5,0.92,64,131.2,0.70,0.16,0.13,0.11,32,11
monSi,VCT Challengers,BLIN,Canada,Americas,Controller,"[""Harbor"", ""Viper""]",1284,0.94,176.0,0.94,72,113.0,0.61,0.33,0.07,0.09,24,14
deNaro,VCT Challengers,RED,Brazil,Americas,Initiator,"[""Sova"", ""Skye""]",1145,0.94,171.9,0.89,73,112.9,0.59,0.33,0.06,0.08,26,17
Titanjr,VCT Challengers,,N/A,N/A,Initiator,"[""Sova"", ""Gekko""]",404,0.94,194.5,0.89,65,127.6,0.67,0.31,0.08,0.08,27,10
svL,VCT Challengers,BTR,United States,Americas,Initiator,"[""Fade"", ""KAY/O""]",209,0.94,174.8,0.87,72,111.8,0.60,0.30,0.04,0.05,22,10
